Preco_Seguro,Fabricante,Modelo,Ano,Categoria,Interior_Couro,Tipo_Combustivel,Volume_Motor,Quilometragem,Cilindros,Tipo_Cambio,Tracao_Rodas,Portas,Rodas,Cor,Airbag
42218,HYUNDAI,TUCSON,2017,JEEP,SIM,DIESEL,2,89736,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
18973,HYUNDAI,ELANTRA,2010,SEDAN,SIM,GASOLINA,2,123648,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,DOURADO,4
46728,MERCEDES-BENZ,CLA 250,2014,SEDAN,SIM,GASOLINA,20,77000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRATA,8
2352,TOYOTA,CAMRY,2016,SEDAN,SIM,GASOLINA,25,78920,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
1803,SUBARU,XV,2013,SEDAN,SIM,GASOLINA,2,333208,4.0,AUTOMATICO,4x4,04,ESQUERDA,CINZA,0
28821,JEEP,COMPASS,2014,JEEP,SIM,GASOLINA,24,79197,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
24775,MERCEDES-BENZ,GL 350,2012,JEEP,SIM,DIESEL,3,255114,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
43905,MERCEDES-BENZ,VIANO,2010,MINIVAN,NÃO,DIESEL,22,178000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,DOURADO,8
8781,HYUNDAI,ELANTRA,2014,SEDAN,SIM,GASOLINA,18,60000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,10
5645,OPEL,VECTRA B,2001,SEDAN,NÃO,CNG,22,255100,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,2
15681,LEXUS,GX 460,2010,JEEP,SIM,GASOLINA,46,275240,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,0
3607,TOYOTA,CAMRY,2012,SEDAN,SIM,HIBRIDO,25,156518,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
12858,SUBARU,FORESTER,2015,JEEP,SIM,GASOLINA,25,93170,4.0,AUTOMATICO,4x4,04,ESQUERDA,VERMELHO,0
25716,HYUNDAI,SONATA,2016,SEDAN,SIM,LPG,2,57491,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,4
33741,HYUNDAI,H1,2014,MINIVAN,SIM,DIESEL,25,106200,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
6429,CHEVROLET,CAPTIVA,2007,JEEP,SIM,DIESEL,2,76198,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
4077,BMW,X5,2012,JEEP,SIM,DIESEL,3,274098,6.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,0
50196,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,2,117618,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
23521,HYUNDAI,SONATA,2015,SEDAN,SIM,GASOLINA,24,91200,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,AZUL,6
12701,KIA,NIRO,2019,JEEP,SIM,HIBRIDO,16,429,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
1803,HYUNDAI,SONATA,2018,SEDAN,SIM,GASOLINA,24,11314,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
1019,TOYOTA,HIGHLANDER,2009,SEDAN,SIM,HIBRIDO,33,318358,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
19924,HYUNDAI,TUCSON,2013,JEEP,SIM,DIESEL,2,41204,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
6586,KIA,SPORTAGE,2007,JEEP,SIM,DIESEL,2,63488,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
9408,MERCEDES-BENZ,E 200,1993,SEDAN,NÃO,GASOLINA,2,219529,4.0,MANUAL,TRASEIRA,04,ESQUERDA,ROXO,0
29166,HONDA,CIVIC,2016,SEDAN,NÃO,GASOLINA,2,44821,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,6
38217,CHEVROLET,CAPTIVA,2014,JEEP,SIM,DIESEL,2,48450,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
14426,HYUNDAI,ELANTRA,2013,SEDAN,NÃO,GASOLINA,18,80000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,MARROM,6
18826,HYUNDAI,ELANTRA,2013,SEDAN,SIM,GASOLINA,16,167137,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
19943,HYUNDAI,TUCSON,2012,JEEP,SIM,DIESEL,2,102156,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
17249,FORD,TRANSIT,2009,MICROBUS,NÃO,DIESEL,22,163077,4.0,MANUAL,FRENTE,04,ESQUERDA,VERMELHO,2
23521,NISSAN,X-TERRA,2010,JEEP,NÃO,GASOLINA,4,121000,6.0,MANUAL,4x4,04,ESQUERDA,PRATA,6
9361,VOLKSWAGEN,PASSAT SE,2013,SEDAN,SIM,GASOLINA,25,131000,5.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,10
39750,SSANGYONG,REXTON,2013,JEEP,SIM,DIESEL,2,94307,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
8154,NISSAN,NOTE,2009,HATCHBACK,NÃO,GASOLINA,16,180000,4.0,MANUAL,FRENTE,04,DIREITA,BRANCO,4
14113,PEUGEOT,207,2007,CABRIOLET,NÃO,GASOLINA,16,180000,4.0,MANUAL,FRENTE,02,ESQUERDA,VERMELHO,6
31361,MINI,PACEMAN,2013,JEEP,SIM,GASOLINA,16,45000,4.0,TIPTRONIC,FRENTE,02,ESQUERDA,BRANCO,8
25032,HYUNDAI,ELANTRA,2017,COUPE,SIM,GASOLINA,16,22607,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
23994,HYUNDAI,TUCSON,2013,JEEP,SIM,DIESEL,2,165003,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,4
36711,HYUNDAI,GENESIS,2012,COUPE,SIM,GASOLINA,2,77231,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
48296,AUDI,Q7,2012,JEEP,SIM,GASOLINA,30,185600,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
36997,TOYOTA,AQUA,2019,HATCHBACK,SIM,GASOLINA,15,2598,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
4861,MERCEDES-BENZ,E 350,2012,SEDAN,SIM,DIESEL,35,128202,6.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRETO,12
14247,HYUNDAI,SONATA,2010,SEDAN,SIM,GASOLINA,2,63655,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
10036,MERCEDES-BENZ,VITO,2005,GOODS WAGON,NÃO,DIESEL,22,360000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,PRATA,4
14113,FORD,TAURUS X,2007,JEEP,SIM,GASOLINA,35,168000,6.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,12
34497,TOYOTA,RAV 4,2014,JEEP,NÃO,GASOLINA,25,139200,4.0,TIPTRONIC,4x4,04,ESQUERDA,CINZA,6
3136,TOYOTA,PRIUS,2006,SEDAN,SIM,HIBRIDO,15,215000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,6
35438,CHEVROLET,CAMARO RS,2010,COUPE,NÃO,GASOLINA,36,100000,6.0,MANUAL,TRASEIRA,02,ESQUERDA,PRETO,6
19287,CHEVROLET,MALIBU LT,2016,SEDAN,NÃO,GASOLINA,14,17961,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,8
3293,KIA,OPTIMA,2015,SEDAN,SIM,GASOLINA,24,150325,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
62722,AUDI,Q7,2014,JEEP,SIM,GASOLINA,30,92000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,12
6899,SUBARU,FORESTER,2015,JEEP,SIM,GASOLINA,25,90392,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,0
22106,HYUNDAI,GENESIS,2011,COUPE,SIM,GASOLINA,2,134000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
18817,BMW,320,2014,SEDAN,SIM,GASOLINA,2,121003,4.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,VERMELHO,0
13150,CHEVROLET,MALIBU,2015,SEDAN,SIM,LPG,2,56128,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
6586,MAZDA,DEMIO,2002,HATCHBACK,NÃO,GASOLINA,13,230000,4.0,MANUAL,FRENTE,04,DIREITA,PRATA,2
13642,MERCEDES-BENZ,E 350,2011,SEDAN,SIM,DIESEL,35,64496,6.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,12
13172,FORD,TRANSIT,2007,MICROBUS,NÃO,DIESEL,24,250000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,BRANCO,0
3136,MERCEDES-BENZ,SMART,2002,COUPE,NÃO,GASOLINA,06,10000,4.0,TIPTRONIC,TRASEIRA,02,ESQUERDA,AZUL,2
25089,BMW,X5 E70,2007,JEEP,SIM,GASOLINA,3,285000,6.0,TIPTRONIC,4x4,04,ESQUERDA,CINZA,8
11760,AUDI,Q5,2014,SEDAN,SIM,DIESEL,3,66661,6.0,AUTOMATICO,4x4,04,ESQUERDA,CINZA,0
14113,FORD,TRANSIT,2011,GOODS WAGON,NÃO,DIESEL,22,165852,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,2
10976,MAZDA,RX-8,2005,COUPE,SIM,GASOLINA,18,55000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,VERMELHO,4
22000,TOYOTA,CAMRY XSE,2016,SEDAN,SIM,GASOLINA,25,142000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,0
6586,OPEL,VECTRA B,1999,SEDAN,NÃO,GASOLINA,18,345555,6.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,4
7500,VOLKSWAGEN,JETTA,2010,SEDAN,SIM,GASOLINA,25,104000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,8
2509,FORD,FUSION,2013,SEDAN,SIM,GASOLINA,16,358936,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
1019,HYUNDAI,TUCSON,2015,JEEP,SIM,GASOLINA,2,0,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,0
14740,TOYOTA,PRIUS,2011,SEDAN,NÃO,HIBRIDO,18,112000,4.0,VARIADO,FRENTE,04,ESQUERDA,BRANCO,8
9800,FORD,TRANSIT CONNECT,2011,GOODS WAGON,NÃO,GASOLINA,2,161000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,5
20385,TOYOTA,CAMRY,2012,SEDAN,NÃO,HIBRIDO,25,320000,4.0,VARIADO,FRENTE,04,ESQUERDA,BRANCO,6
7000,OPEL,ASTRA G,1998,HATCHBACK,NÃO,GASOLINA,16,555555,4.0,MANUAL,FRENTE,04,ESQUERDA,AZUL,2
26971,FORD,TRANSIT,2010,MICROBUS,NÃO,DIESEL,24,155000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,BRANCO,2
18817,HYUNDAI,SONATA,2011,SEDAN,NÃO,HIBRIDO,24,169600,4.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,BRANCO,4
53154,HYUNDAI,TUCSON,2018,JEEP,SIM,DIESEL,17,79550,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
3763,FORD,TRANSIT,1994,MICROBUS,NÃO,DIESEL,25,11111,4.0,MANUAL,TRASEIRA,02,ESQUERDA,VERMELHO,0
16935,TOYOTA,PRIUS,2014,HATCHBACK,NÃO,HIBRIDO,18,91358,4.0,VARIADO,FRENTE,04,ESQUERDA,CINZA,12
118676,HYUNDAI,SANTA FE,2019,JEEP,SIM,GASOLINA,38,24074,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
9408,MERCEDES-BENZ,ML 320,2000,JEEP,SIM,LPG,32,234603,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,4
22693,HYUNDAI,SANTA FE,2010,JEEP,SIM,DIESEL,2,153997,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
2744,HYUNDAI,SONATA,2013,SEDAN,SIM,HIBRIDO,24,126690,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,0
20385,JEEP,PATRIOT,2015,JEEP,NÃO,GASOLINA,2,115000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,7
19444,TOYOTA,PRIUS C,2012,HATCHBACK,NÃO,HIBRIDO,15,176000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,6
47957,HYUNDAI,H1,2015,UNIVERSAL,SIM,DIESEL,25,40593,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
21109,CHEVROLET,CAPTIVA,2015,JEEP,SIM,DIESEL,22,78541,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
20432,HONDA,FIT,2013,HATCHBACK,SIM,GASOLINA,15,79500,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
68994,LAND ROVER,LAND ROVER SPORT,2013,JEEP,SIM,DIESEL,30,112000,6.0,AUTOMATICO,4x4,04,ESQUERDA,CINZA,12
8467,MERCEDES-BENZ,E 290,1998,SEDAN,NÃO,DIESEL,29,40000,8.0,MANUAL,TRASEIRA,04,ESQUERDA,ROXO,2
42337,BMW,X5,2010,JEEP,SIM,DIESEL,30,260000,5.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,8
17876,FORD,TRANSIT,2011,MICROBUS,NÃO,DIESEL,22,133700,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,6
18189,TOYOTA,CAMRY,2014,SEDAN,NÃO,GASOLINA,25,147000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,10
27755,KIA,OPTIMA,2016,SEDAN,SIM,DIESEL,17,31965,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
10945,HYUNDAI,H1,2010,MINIVAN,SIM,DIESEL,25,112219,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
16599,HYUNDAI,SONATA,2010,SEDAN,SIM,GASOLINA,2,184495,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
27259,HYUNDAI,TUCSON,2012,JEEP,SIM,DIESEL,2,117862,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
2352,HONDA,FIT,2012,SEDAN,SIM,GASOLINA,15,167158,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,0
7840,FORD,TRANSIT,1996,MICROBUS,NÃO,DIESEL,25,25000,1.0,MANUAL,TRASEIRA,02,DIREITA,AZUL,2
8467,TOYOTA,VITZ,2008,HATCHBACK,NÃO,GASOLINA,15,170000,4.0,AUTOMATICO,4x4,04,DIREITA,BRANCO,6
10036,HYUNDAI,SONATA,2016,SEDAN,SIM,LPG,2,517559,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,LARANJA,4
18817,CHEVROLET,CRUZE,2016,SEDAN,NÃO,GASOLINA,14,103000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
4679,DAEWOO,LACETTI,2009,SEDAN,SIM,GASOLINA,2,74540,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
3607,HYUNDAI,SONATA,2015,SEDAN,SIM,HIBRIDO,24,229192,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,0
3293,KIA,SPORTAGE,2012,JEEP,SIM,GASOLINA,24,152466,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
13799,FORD,FUSION,2014,SEDAN,NÃO,GASOLINA,25,137374,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,0
94083,BMW,X5,2015,JEEP,SIM,GASOLINA,30,56000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,12
27441,KIA,OPTIMA,2017,SEDAN,SIM,GASOLINA,2,30087,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
28225,MERCEDES-BENZ,ML 350,2011,JEEP,SIM,GASOLINA,35,129000,6.0,TIPTRONIC,TRASEIRA,5,ESQUERDA,BRANCO,12
1803,TOYOTA,PRIUS,2013,HATCHBACK,SIM,HIBRIDO,18,184528,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
26861,HYUNDAI,SANTA FE,2011,JEEP,SIM,DIESEL,22,188787,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
6586,MERCEDES-BENZ,C 230 2.0 KOMPRESOR,2001,SEDAN,NÃO,CNG,2,260000,4.0,MANUAL,TRASEIRA,04,DIREITA,AZUL,4
34811,LEXUS,GX 460,2012,JEEP,SIM,GASOLINA,46,229334,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
13485,MERCEDES-BENZ,E 320,2004,SEDAN,SIM,GASOLINA,32,231200,6.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,DOURADO,10
7527,DODGE,RAMCHARGER,2018,SEDAN,SIM,GASOLINA,57,91843,8.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRETO,12
3293,NISSAN,JUKE,2013,JEEP,SIM,GASOLINA,16,153888,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,0
11604,FORD,TRANSIT,2001,MICROBUS,NÃO,DIESEL,24,1000,4.0,MANUAL,TRASEIRA,02,ESQUERDA,BRANCO,2
49848,HONDA,CIVIC,2019,SEDAN,SIM,GASOLINA,2,20700,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
17562,BMW,335,2008,SEDAN,SIM,GASOLINA,35,211200,8.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,VERDE,0
21012,MERCEDES-BENZ,VITO,2008,MICROBUS,NÃO,DIESEL,22,179348,4.0,MANUAL,TRASEIRA,04,ESQUERDA,BRANCO,2
12544,TOYOTA,PRIUS,2016,SEDAN,SIM,HIBRIDO,15,296104,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
16621,NISSAN,MICRA <DIESEL>,2010,SEDAN,SIM,DIESEL,15,180000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,5
10976,HYUNDAI,I20,2010,SEDAN,NÃO,DIESEL,14,193000,4.0,MANUAL,FRENTE,5,ESQUERDA,AZUL,8
20855,HYUNDAI,ELANTRA,2016,SEDAN,SIM,LPG,16,31780,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
56340,JEEP,WRANGLER,2012,JEEP,SIM,DIESEL,28,141173,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
41886,HYUNDAI,SANTA FE,2014,JEEP,SIM,DIESEL,22,126410,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
6586,TOYOTA,PRIUS,2009,HATCHBACK,SIM,HIBRIDO,15,173213,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
9565,LEXUS,CT 200H,2016,HATCHBACK,SIM,HIBRIDO,18,71904,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,0
7527,SSANGYONG,REXTON,2007,JEEP,SIM,DIESEL,25,68855,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
21796,TOYOTA,CAMRY SE,2017,SEDAN,SIM,GASOLINA,25,46096,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,8
9252,BMW,X5,2013,JEEP,SIM,DIESEL,3,88829,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
19757,CHEVROLET,CRUZE,2016,SEDAN,NÃO,GASOLINA,14,58000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,16
54882,TOYOTA,HILUX,2012,PICKUP,NÃO,DIESEL,3,163000,4.0,MANUAL,4x4,04,ESQUERDA,PRATA,8
23521,TOYOTA,PRIUS PLAGIN,2013,HATCHBACK,NÃO,GASOLINA,18,152000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
9722,BMW,320,2001,SEDAN,NÃO,GASOLINA,22,167815,6.0,TIPTRONIC,TRASEIRA,04,DIREITA,AZUL,4
40926,SSANGYONG,REXTON,2015,JEEP,SIM,DIESEL,2,90344,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
45633,HYUNDAI,H1,2016,UNIVERSAL,SIM,DIESEL,25,93000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
10976,FIAT,PUNTO,2007,HATCHBACK,NÃO,DIESEL,13,212000,4.0,AUTOMATICO,FRENTE,02,ESQUERDA,AZUL,6
35344,SSANGYONG,ACTYON,2016,JEEP,SIM,DIESEL,16,107328,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
20698,NISSAN,JUKE,2011,JEEP,NÃO,GASOLINA,16,84000,4.0,VARIADO,4x4,04,ESQUERDA,CINZA,6
24775,HONDA,CR-V,2012,JEEP,NÃO,GASOLINA,24,107000,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,8
15681,FORD,ESCAPE,2009,JEEP,NÃO,HIBRIDO,23,160000,4.0,VARIADO,4x4,04,ESQUERDA,PRETO,4
10349,NISSAN,SERENA,2011,MINIVAN,NÃO,GASOLINA,2,105000,4.0,VARIADO,FRENTE,04,DIREITA,PRATA,2
32311,SSANGYONG,ACTYON,2016,JEEP,SIM,GASOLINA,16,115031,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,4
68681,MERCEDES-BENZ,GLE 350,2016,JEEP,SIM,GASOLINA,35,117368,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
7527,CHEVROLET,CRUZE LT,2012,SEDAN,NÃO,GASOLINA,14,216000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,6
13667,TOYOTA,PRIUS,2008,SEDAN,NÃO,HIBRIDO,15,211000,4.0,VARIADO,FRENTE,04,ESQUERDA,BRANCO,0
10976,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,619021,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
40769,MERCEDES-BENZ,C 180,2008,SEDAN,NÃO,GASOLINA,18,2700,4.0,MANUAL,TRASEIRA,04,ESQUERDA,PRETO,0
62408,LEXUS,GX 460,2010,JEEP,SIM,GASOLINA,46,133000,8.0,TIPTRONIC,4x4,04,ESQUERDA,PRATA,10
14113,TOYOTA,PRIUS 3,2012,SEDAN,NÃO,HIBRIDO,18,132451,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,VERMELHO,8
14113,BMW,745,2002,SEDAN,SIM,GASOLINA,44,287000,8.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,PRETO,0
16465,HYUNDAI,ELANTRA SE,2017,SEDAN,NÃO,GASOLINA,2,69232,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,8
42651,MERCEDES-BENZ,GLA 250,2017,JEEP,SIM,GASOLINA,2,44995,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
7840,OPEL,ZAFIRA,2000,MINIVAN,NÃO,GASOLINA,18,11111,4.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,4
15323,HYUNDAI,ELANTRA,2011,SEDAN,SIM,GASOLINA,16,125933,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
21326,KIA,OPTIMA,2017,SEDAN,SIM,GASOLINA,16,76000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
22063,HYUNDAI,TUCSON,2010,JEEP,SIM,DIESEL,2,142264,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
5018,AUDI,A4,2014,SEDAN,SIM,GASOLINA,2,81818,4.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,0
6272,MERCEDES-BENZ,C 180,1995,SEDAN,NÃO,CNG,2,237000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,PRATA,2
15053,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,290431,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
36711,HYUNDAI,TUCSON,2017,JEEP,SIM,DIESEL,17,90000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
31581,HYUNDAI,TUCSON,2013,JEEP,SIM,DIESEL,2,101042,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
12388,MERCEDES-BENZ,E 350,2010,SEDAN,SIM,DIESEL,35,189530,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
8154,BMW,318,2001,SEDAN,SIM,GASOLINA,19,240000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,PRATA,2
13172,TOYOTA,RAV 4 L,2002,JEEP,NÃO,GASOLINA,2,120000,4.0,AUTOMATICO,4x4,04,ESQUERDA,CINZA,6
20385,BMW,335 ᲢᲣᲠᲑᲝ,2007,SEDAN,SIM,GASOLINA,35,0,6.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,AZUL,8
15423,HYUNDAI,ELANTRA,2010,SEDAN,SIM,GASOLINA,16,136496,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
4234,TOYOTA,PRIUS,2015,HATCHBACK,SIM,HIBRIDO,18,123778,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
27065,HYUNDAI,ELANTRA,2015,SEDAN,SIM,GASOLINA,16,81036,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
10192,TOYOTA,BB,2006,MINIVAN,NÃO,GASOLINA,15,200000,4.0,AUTOMATICO,FRENTE,04,DIREITA,BRANCO,8
78403,BMW,X6,2010,JEEP,SIM,GASOLINA,35,180000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,0
33575,HYUNDAI,ELANTRA,2018,SEDAN,SIM,GASOLINA,16,53871,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
40142,TOYOTA,4RUNNER,2010,JEEP,NÃO,GASOLINA,4,283200,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,8
11917,FORD,FUSION,2010,SEDAN,NÃO,HIBRIDO,25,176000,4.0,VARIADO,FRENTE,04,ESQUERDA,CINZA,6
16778,SKODA,OCTAVIA,2012,SEDAN,NÃO,GASOLINA,18,250000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,6
8154,MAZDA,ATENZA,2003,HATCHBACK,SIM,GASOLINA,23,150000,4.0,TIPTRONIC,FRENTE,04,DIREITA,BRANCO,4
37984,SSANGYONG,REXTON,2013,JEEP,SIM,DIESEL,2,105949,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
7840,HONDA,CR-V,1999,JEEP,NÃO,GASOLINA,2,44000,4.0,MANUAL,4x4,04,ESQUERDA,VERDE,2
72130,MERCEDES-BENZ,VITO EXTRA LONG,2016,MINIVAN,NÃO,DIESEL,16,57000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,2
59272,BMW,740,2015,SEDAN,SIM,GASOLINA,30,99200,6.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,PRETO,16
4391,VOLKSWAGEN,GOLF,1995,HATCHBACK,NÃO,CNG,18,260000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRATA,4
